,FIPS,state,county,tract,pop_00,white_00,hu_00,ohu_00,rhu_00,total_25_00,male_25_col_bd_00,male_25_col_md_00,male_25_col_psd_00,male_25_col_phd_00,female_25_col_bd_00,female_25_col_md_00,female_25_col_psd_00,female_25_col_phd_00,hh_00,I_10000_00,I_15000_00,I_20000_00,I_25000_00,I_30000_00,I_35000_00,I_40000_00,I_45000_00,I_50000_00,I_60000_00,I_75000_00,I_100000_00,I_125000_00,I_150000_00,I_200000_00,I_201000_00,hinc_00,mrent_00,mhval_00
60368,49049001603,49,049,1603,4416,3772,931,0,931,844,142,45,0,18,152,6,15,0,938,132,208,218,151,55,19,82,20,17,27,9,0,0,0,0,0,17959,463,0
60369,49049001700,49,049,1700,7539,6853,2205,928,1277,2823,495,135,71,237,561,163,27,18,2211,191,144,185,156,159,212,156,179,104,135,148,192,97,8,86,59,36573,545,189100
60370,49049001801,49,049,1801,5989,5438,1605,89,1516,878,129,26,0,0,159,15,0,0,1604,176,200,218,314,211,126,100,65,44,67,24,33,7,11,0,8,23568,389,134400
60371,49049001802,49,049,1802,6094,5328,1773,143,1630,1297,186,28,8,0,122,0,10,0,1731,187,209,264,172,199,180,187,77,67,78,73,26,7,0,5,0,26088,488,121500
60372,49049001803,49,049,1803,2269,1718,788,135,653,806,115,4,9,0,148,19,0,0,809,54,99,98,124,83,83,31,44,37,51,36,60,0,0,9,0,26505,504,137500
60373,49049001900,49,049,1900,4194,3385,1513,234,1279,1340,112,23,11,10,245,33,0,0,1514,234,194,199,154,147,143,132,77,43,70,60,34,15,6,0,6,24388,489,105800
60374,49049002000,49,049,2000,6485,4729,2066,773,1293,3141,286,52,6,33,324,56,0,0,2072,220,200,254,126,181,215,227,104,65,164,130,94,43,34,7,8,31034,535,104000
60375,49049002101,49,049,2101,3313,3092,868,798,70,1704,228,118,31,45,226,60,6,18,868,5,8,14,32,55,40,68,88,33,103,105,133,99,43,17,25,57857,738,167100
60376,49049002102,49,049,2102,3196,2735,908,667,241,1664,230,68,5,30,168,29,0,12,913,26,54,62,38,92,94,43,68,54,160,85,102,13,6,8,8,43576,681,141800
60377,49049002201,49,049,2201,2876,2479,867,602,265,1282,187,24,6,6,155,19,0,0,867,11,0,37,56,51,101,71,75,91,117,146,99,5,7,0,0,46750,786,132300
60378,49049002202,49,049,2202,5896,4925,1660,1439,221,2922,262,88,31,26,259,63,14,5,1681,74,14,91,96,54,130,177,151,111,301,203,175,73,13,18,0,47643,663,130900
60379,49049002203,49,049,2203,5804,4674,1459,1212,247,2931,269,29,15,19,204,35,0,0,1476,63,30,52,116,64,46,163,137,133,236,214,152,41,25,4,0,47643,751,139100
60380,49049002300,49,049,2300,3688,2554,1171,454,717,1762,165,8,11,3,141,28,6,0,1138,88,128,89,134,105,126,95,63,61,101,62,63,16,0,7,0,30868,539,114400
60381,49049002400,49,049,2400,1085,805,310,41,269,466,65,0,0,0,19,15,0,0,340,72,22,31,43,12,30,18,25,18,38,23,8,0,0,0,0,25417,497,113800
60382,49049002500,49,049,2500,4356,3071,1528,353,1175,1845,176,29,14,24,155,35,14,0,1524,177,187,184,230,126,74,159,103,69,45,87,56,14,0,6,7,24704,514,127200
60383,49049002600,49,049,2600,335,292,0,0,0,248,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60384,49049002700,49,049,2700,5053,3999,1415,889,526,2299,284,64,15,27,258,62,6,13,1418,71,67,76,106,111,91,115,65,121,228,124,115,72,19,4,33,45407,573,143400
60385,49049002800,49,049,2800,4476,3053,1557,657,900,2228,197,54,4,0,106,22,3,0,1559,211,151,144,171,199,123,128,81,68,90,87,83,16,0,0,7,27488,553,103200
60386,49049002900,49,049,2900,3569,3210,1081,731,350,1730,154,12,10,8,86,32,18,0,1076,65,74,46,44,107,111,79,74,69,132,93,127,43,5,0,7,41250,585,128500
60387,49049003000,49,049,3000,5491,5102,1588,1242,346,2802,286,116,53,24,310,66,21,17,1581,41,40,61,106,137,106,130,103,98,227,215,175,82,17,35,8,47445,630,148900
60388,49049003101,49,049,3101,6171,5671,1966,1231,735,3138,257,106,11,9,230,64,35,0,1978,184,92,135,135,97,129,240,83,135,238,195,205,58,18,34,0,39517,563,132500
60389,49049003102,49,049,3102,5051,4817,1270,1148,122,2495,319,131,60,88,273,92,7,7,1286,37,32,10,32,53,121,56,50,110,211,166,223,139,12,20,14,56157,772,181800
60390,49049003201,49,049,3201,2703,2447,865,514,351,1306,75,20,7,0,54,10,0,0,847,37,41,96,56,60,67,118,43,38,139,73,55,10,0,0,14,38370,693,116600
60391,49049003202,49,049,3202,6986,6629,1963,1528,435,3462,327,72,0,9,291,45,23,0,1954,76,58,72,93,89,195,179,189,134,271,312,181,64,0,31,10,46083,644,129300
60392,49049003203,49,049,3203,3682,3521,877,788,89,1698,168,101,46,0,159,21,8,0,895,4,18,45,29,26,3,43,89,24,132,224,124,77,32,14,11,61307,668,184300
60393,49049003300,49,049,3300,3107,2879,966,700,266,1543,88,46,10,5,107,0,4,0,964,38,29,33,135,50,58,74,110,100,85,135,76,28,2,0,11,43185,637,122600
60394,49049003401,49,049,3401,3673,3307,1064,820,244,1810,102,32,1,2,84,12,14,0,1098,77,76,90,45,59,73,76,66,71,153,164,94,30,11,11,2,43796,567,121600
60395,49049003402,49,049,3402,3874,3620,1147,876,271,1952,123,60,24,0,117,33,0,0,1171,104,48,83,79,59,83,86,92,123,119,130,106,27,12,15,5,43075,543,140200
60396,49049003403,49,049,3403,4685,4260,1284,997,287,2208,144,55,0,0,129,37,10,0,1272,58,53,90,71,100,88,67,92,110,163,189,91,45,17,38,0,46214,674,125600
60397,49049010101,49,049,10101,5979,5543,1647,1327,320,2744,294,63,19,19,218,47,24,0,1634,41,49,26,165,24,106,92,155,172,252,210,224,49,30,23,16,49522,711,152700
60398,49049010102,49,049,10102,3418,3248,836,798,38,1431,162,35,4,13,119,12,1,0,827,13,13,26,36,27,70,66,89,62,109,127,82,50,21,14,22,50821,1313,162100
60399,49049010202,49,049,10202,3398,3185,792,756,36,1528,290,101,0,9,235,54,7,0,809,9,25,0,19,33,0,28,97,39,123,145,168,55,22,26,20,65078,844,162400
60400,49049010203,49,049,10203,8744,8430,2029,1824,205,4088,666,361,115,32,556,57,23,11,2026,51,33,42,45,71,52,90,43,154,202,275,342,201,110,177,138,72750,766,288500
60401,49049010204,49,049,10204,5766,5581,1289,1226,63,2576,374,192,67,80,343,67,10,0,1270,8,10,27,0,45,29,55,57,44,93,215,300,147,78,106,56,80623,1304,247700
60402,49049010205,49,049,10205,4859,4615,1072,1024,48,2125,367,141,31,33,263,45,2,8,1063,17,9,16,22,48,21,57,46,55,132,165,202,106,64,68,35,68102,1152,207300
60403,49049010206,49,049,10206,5332,5084,1230,1138,92,2428,244,156,44,15,284,57,0,16,1245,8,8,43,44,58,28,45,73,72,189,119,334,92,47,57,28,66378,684,190500
60404,49049010207,49,049,10207,306,299,113,91,22,196,16,55,23,13,27,20,0,0,112,0,0,0,0,0,0,13,0,0,19,35,16,24,5,0,0,71304,950,270200
60405,49049010301,49,049,10301,6515,6244,1650,1528,122,3216,340,117,20,69,281,22,4,0,1670,31,54,55,69,67,59,99,110,85,204,307,235,161,67,36,31,60104,674,196300
60406,49049010302,49,049,10302,788,759,223,203,20,477,59,34,30,4,58,24,6,0,259,0,7,0,10,7,11,12,8,17,39,59,27,9,18,16,19,67773,622,274300
60407,49049010401,49,049,10401,3662,3420,913,839,74,1678,158,84,20,17,145,24,22,0,911,10,18,28,25,19,26,41,99,62,109,221,145,42,37,14,15,60925,775,158900
60408,49049010402,49,049,10402,4482,4305,1163,1011,152,2208,171,96,38,16,171,35,2,2,1164,25,36,60,58,65,72,64,69,84,138,136,199,75,40,17,26,53722,652,163400
60409,49049010403,49,049,10403,4990,4711,1213,1143,70,2383,238,131,31,23,224,58,20,6,1212,16,26,34,40,48,54,76,86,66,141,203,211,86,38,51,36,61056,363,197200
60410,49049010501,49,049,10501,4672,4360,1209,1069,140,2412,206,64,31,13,160,15,23,0,1215,36,27,104,75,78,54,48,110,49,197,198,161,24,13,10,31,51410,625,163700
60411,49049010502,49,049,10502,4106,3584,1127,945,182,1904,100,27,8,0,72,18,5,0,1125,27,38,56,46,103,92,129,127,122,135,114,84,33,14,2,3,42292,634,127800
60412,49049010600,49,049,10600,2406,2061,618,522,96,1156,43,22,9,4,59,3,2,0,596,19,31,37,44,30,37,58,46,57,70,81,58,15,0,11,2,44524,600,126500
60413,49049940300,49,049,940300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60414,49051940300,49,051,940300,33,31,13,7,6,21,0,0,0,0,0,0,0,0,17,3,0,2,0,5,3,4,0,0,0,0,0,0,0,0,0,28750,325,9999
60415,49051992200,49,051,992200,7786,7340,2445,2087,358,4425,449,143,43,48,462,70,28,12,2455,88,54,68,158,158,102,140,165,119,298,348,388,119,49,74,127,56119,732,234600
60416,49051992400,49,051,992400,7392,6817,2284,1733,551,4002,364,115,29,18,380,55,9,0,2282,117,88,121,158,127,206,164,129,218,284,318,186,67,34,32,33,45542,732,158900
60417,49051992500,49,051,992500,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60437,49057200100,49,057,200100,4223,3678,1477,1251,226,2647,109,27,5,4,133,21,5,0,1471,102,87,50,94,81,145,135,103,130,108,173,171,43,21,8,20,41596,577,100200
60438,49057200201,49,057,200201,7196,5745,2364,1879,485,3986,231,48,16,13,214,59,31,0,2354,172,112,170,182,119,291,215,191,182,250,244,141,36,0,23,26,38073,565,97900
60439,49057200202,49,057,200202,3185,2550,1278,538,740,1707,82,0,0,0,31,17,12,0,1287,175,165,134,146,107,83,88,65,50,86,93,71,18,0,6,0,25794,546,93000
60440,49057200300,49,057,200300,4651,3559,1752,1100,652,2526,67,14,9,8,55,6,17,0,1765,223,146,153,133,187,142,132,67,132,181,162,76,12,3,6,10,31332,560,87900
60441,49057200400,49,057,200400,1913,1084,644,357,287,1033,39,5,8,0,13,5,0,0,662,57,23,86,61,92,62,61,46,66,12,60,25,11,0,0,0,30566,542,83500
60442,49057200500,49,057,200500,5763,4556,2303,1614,689,3473,235,61,8,9,141,20,8,0,2307,168,189,177,172,142,206,238,295,131,235,180,105,36,10,20,3,36681,563,90600
60443,49057200600,49,057,200600,4190,3698,1597,1144,453,2690,206,89,12,6,150,48,0,0,1570,79,67,105,104,95,132,159,107,90,207,148,162,63,28,12,12,42157,565,110900
60444,49057200700,49,057,200700,3373,2803,1291,933,358,2037,149,35,10,20,129,46,8,0,1282,84,64,80,75,75,112,67,98,119,129,119,181,39,18,22,0,44146,561,111200
60445,49057200800,49,057,200800,4801,2799,1754,877,877,2578,77,26,0,0,57,17,0,0,1756,321,173,142,184,131,149,101,93,53,157,86,123,15,11,4,13,27567,428,85400
60446,49057200900,49,057,200900,4896,2341,1750,301,1449,2654,93,59,0,0,47,0,0,0,1713,393,179,204,209,148,146,78,64,34,90,73,63,12,0,0,20,21572,438,79400
60447,49057201100,49,057,201100,1330,717,385,97,288,900,14,0,0,14,8,0,0,0,426,128,65,18,33,7,77,24,18,16,5,29,0,6,0,0,0,20179,331,58300
60448,49057201200,49,057,201200,2623,674,775,296,479,1412,26,0,0,0,4,0,6,0,771,169,107,90,49,111,63,38,10,34,51,11,7,0,24,7,0,21950,436,77500
60449,49057201300,49,057,201300,7064,3277,2258,1030,1228,3530,163,7,8,7,138,73,17,9,2266,339,255,268,127,212,189,190,180,162,140,112,57,7,0,5,23,27400,452,87000
60450,49057201400,49,057,201400,3459,3151,1268,1035,233,2022,318,91,30,39,210,89,39,5,1266,100,34,33,111,66,78,99,69,69,128,198,134,61,39,13,34,47903,648,122600
60451,49057201500,49,057,201500,4063,3676,1431,1132,299,2482,305,137,132,83,354,99,4,12,1440,161,91,79,91,78,34,83,68,76,85,188,110,81,81,49,85,47365,268,149400
60452,49057201600,49,057,201600,3735,3110,1471,827,644,1972,187,48,32,19,160,46,0,22,1413,110,102,98,133,167,148,105,94,75,126,147,67,22,0,0,19,32659,540,103200
60453,49057201700,49,057,201700,3141,1774,1027,638,389,1678,74,6,6,0,54,5,6,0,1026,125,55,76,112,115,97,94,82,39,107,87,21,13,3,0,0,31172,579,89900
60454,49057201800,49,057,201800,2174,674,705,395,310,1277,23,9,0,0,9,3,0,0,759,104,73,107,107,92,55,55,41,53,32,19,12,5,4,0,0,24263,413,79800
60455,49057201900,49,057,201900,1300,583,390,231,159,703,13,19,0,0,14,0,0,0,386,76,44,51,48,23,31,21,30,0,21,27,5,0,0,0,9,22292,386,77700
60456,49057202000,49,057,202000,4531,4134,1568,1169,399,2786,403,133,118,8,404,100,30,55,1566,72,78,62,52,62,85,74,21,37,87,244,209,125,130,101,127,69000,590,212800
60457,49057210100,49,057,210100,5877,5618,1842,1630,212,3467,400,193,56,30,346,101,56,3,1849,47,62,27,73,66,60,119,71,118,236,300,268,191,134,41,36,62321,722,223500
60458,49057210201,49,057,210201,4230,3997,1199,1152,47,2333,277,82,33,26,185,26,0,0,1197,28,30,28,15,65,46,79,69,55,112,170,238,127,56,47,32,68607,529,149600
60459,49057210202,49,057,210202,6984,6515,1978,1692,286,3622,438,143,35,18,328,103,6,0,2001,34,45,22,65,104,142,153,121,95,319,360,283,158,40,31,29,56845,689,145500
60460,49057210301,49,057,210301,8388,7969,2542,2433,109,4747,638,284,47,40,495,119,0,13,2534,20,19,58,95,102,95,169,162,122,234,464,540,269,49,69,67,66504,612,170600
60461,49057210302,49,057,210302,4471,4052,1386,1264,122,2273,197,20,4,4,142,49,14,0,1402,34,47,77,92,70,94,132,125,152,152,172,161,46,34,0,14,45701,564,119000
60462,49057210401,49,057,210401,8064,7790,2473,2274,199,4555,257,70,7,7,221,49,21,0,2486,51,88,85,168,174,133,159,185,213,269,367,326,205,33,8,22,49757,513,140500
60463,49057210402,49,057,210402,2613,2478,751,666,85,1402,114,23,10,0,107,0,17,0,729,41,21,18,14,47,74,56,41,20,54,122,133,44,20,9,15,54598,705,147300
60464,49057210501,49,057,210501,7694,6821,2818,2008,810,4427,223,63,22,13,210,75,7,6,2815,129,112,211,190,177,185,220,201,200,321,302,403,78,40,12,34,44491,588,125900
60465,49057210504,49,057,210504,4757,4548,1370,1299,71,2636,173,58,0,18,189,41,3,0,1362,12,18,59,35,55,54,77,123,50,162,277,251,97,56,17,19,61385,625,161600
60466,49057210505,49,057,210505,4463,4201,1323,1181,142,2454,170,40,24,6,202,13,0,0,1321,37,41,43,58,36,86,82,66,86,118,227,240,119,58,12,12,60361,528,164700
60467,49057210506,49,057,210506,6196,5531,1890,1786,104,3200,244,86,0,0,187,47,9,0,1894,36,32,56,98,91,82,167,187,174,372,300,193,56,32,12,6,50536,602,123200
60468,49057210507,49,057,210507,8139,7129,2318,2247,71,4129,279,98,8,0,206,7,12,0,2324,4,25,26,74,109,100,194,177,208,334,579,312,144,19,19,0,56940,812,134300
60469,49057210600,49,057,210600,6620,5874,2409,1804,605,4031,346,50,8,19,206,29,6,0,2399,100,84,168,84,178,135,154,180,163,249,306,332,157,67,31,11,48776,664,112800
60470,49057210701,49,057,210701,5181,4433,1941,1402,539,3008,196,54,4,13,176,30,0,0,1886,69,95,130,92,136,177,188,174,105,196,202,189,55,38,33,7,41772,576,113700
60471,49057210703,49,057,210703,2601,2237,740,662,78,1527,119,26,0,0,99,7,0,12,789,46,18,38,51,44,25,14,79,24,194,111,76,39,30,0,0,52313,584,121200
60472,49057210704,49,057,210704,6098,5314,1928,1626,302,3355,334,23,21,0,162,8,18,0,1916,83,59,96,135,114,138,76,122,153,272,236,291,89,30,22,0,49494,591,118900
60473,49057210800,49,057,210800,3139,2594,1136,711,425,1735,165,10,0,0,82,17,7,0,1130,107,63,64,126,91,103,83,105,116,84,97,63,12,7,9,0,35724,568,93500
60474,49057210900,49,057,210900,6320,5685,2218,1875,343,3951,417,145,123,51,337,74,24,25,2230,78,43,49,104,149,119,135,175,166,204,368,258,167,71,100,44,54847,582,147000
60475,49057211000,49,057,211000,3129,2705,1098,956,142,1917,74,20,0,0,82,3,5,0,1106,35,70,61,65,121,109,72,87,128,115,135,101,3,0,4,0,41190,650,97800
60476,49057211100,49,057,211100,5343,4608,1870,1189,681,3010,253,71,22,20,163,55,9,20,1880,157,128,99,167,106,142,77,84,120,162,197,240,119,45,15,22,42917,557,119300
60477,49057211201,49,057,211201,4370,3978,1461,1156,305,2526,318,123,64,19,330,65,12,15,1463,80,38,39,84,79,53,137,58,81,113,144,245,117,61,69,65,56890,586,173200
60478,49057211202,49,057,211202,4245,3974,1519,1333,186,2758,278,110,69,26,271,94,4,17,1509,44,36,70,76,108,54,71,104,89,135,199,309,121,26,40,27,57969,535,155800
